,0,1,2
76,25.080000000000002,1.0,2.0
77,25.41,1.0,2.0
78,25.740000000000002,1.0,2.0
79,26.07,1.0,2.0
80,26.400000000000002,1.0,2.0
81,26.73,1.0,2.0
82,27.060000000000002,1.0,2.0
83,27.39,1.0,2.0
84,27.720000000000002,1.0,2.0
85,28.05,1.0,2.0
86,28.380000000000003,1.0,2.0
87,28.71,1.0,2.0
88,29.040000000000003,1.0,2.0
89,29.37,1.0,2.0
90,29.700000000000003,1.0,2.0
91,30.03,1.0,2.0
92,30.360000000000003,1.0,2.0
93,30.69,1.0,2.0
94,31.020000000000003,1.0,2.0
95,31.35,1.0,2.0
96,31.68,1.0,2.0
97,32.01,1.0,2.0
98,32.34,1.0,2.0
99,32.67,1.0,2.0
100,33.0,1.0,2.0
101,33.33,1.0,2.0
102,33.660000000000004,1.0,2.0
103,33.99,1.0,2.0
104,34.32,1.0,2.0
105,34.65,1.0,2.0
106,34.980000000000004,1.0,2.0
107,35.31,1.0,2.0
108,35.64,1.0,2.0
109,35.97,1.0,2.0
110,36.300000000000004,1.0,2.0
111,36.63,1.0,2.0
112,36.96,1.0,2.0
113,37.29,1.0,2.0
114,37.620000000000005,1.0,2.0
115,37.95,1.0,2.0
116,38.28,1.0,2.0
117,38.61,1.0,2.0
118,38.940000000000005,1.0,2.0
119,39.27,1.0,2.0
120,39.6,1.0,2.0
121,39.93,1.0,2.0
122,40.260000000000005,1.0,2.0
123,40.59,1.0,2.0
124,40.92,1.0,2.0
125,41.25,1.0,2.0
126,41.580000000000005,1.0,2.0
127,41.910000000000004,1.0,2.0
128,42.24,1.0,2.0
129,42.57,1.0,2.0
130,42.9,1.0,2.0
131,43.230000000000004,1.0,2.0
132,43.56,1.0,2.0
133,43.89,1.0,2.0
134,44.22,1.0,2.0
135,44.550000000000004,1.0,2.0
136,44.88,1.0,2.0
137,45.21,1.0,2.0
138,45.54,1.0,2.0
139,45.870000000000005,1.0,2.0
140,46.2,1.0,2.0
141,46.53,1.0,2.0
142,46.86,1.0,2.0
143,47.190000000000005,1.0,2.0
144,47.52,1.0,2.0
145,47.85,1.0,2.0
146,48.18,1.0,2.0
147,48.510000000000005,1.0,2.0
148,48.84,1.0,2.0
149,49.17,1.0,2.0
150,49.5,1.0,2.0
151,49.830000000000005,1.0,2.0
152,50.160000000000004,1.0,2.0
153,50.49,1.0,2.0
154,50.82,1.0,2.0
155,51.150000000000006,1.0,2.0
156,51.480000000000004,1.0,2.0
157,51.81,1.0,2.0
158,52.14,1.0,2.0
159,52.470000000000006,1.0,2.0
160,52.800000000000004,1.0,2.0
161,53.13,1.0,2.0
162,53.46,1.0,2.0
163,53.79,1.0,2.0
164,54.120000000000005,1.0,2.0
165,54.45,1.0,2.0
166,54.78,1.0,2.0
167,55.11,1.0,2.0
168,55.440000000000005,1.0,2.0
169,55.77,1.0,2.0
170,56.1,1.0,2.0
171,56.43,1.0,2.0
172,56.760000000000005,1.0,2.0
173,57.09,1.0,2.0
174,57.42,1.0,2.0
175,57.75,1.0,2.0
176,58.080000000000005,1.0,2.0
177,58.410000000000004,1.0,2.0
178,58.74,1.0,2.0
179,59.07,1.0,2.0
180,59.400000000000006,1.0,2.0
181,59.730000000000004,1.0,2.0
182,60.06,1.0,2.0
183,60.39,1.0,2.0
184,60.720000000000006,1.0,2.0
185,61.050000000000004,1.0,2.0
186,61.38,1.0,2.0
187,61.71,1.0,2.0
188,62.040000000000006,1.0,2.0
189,62.370000000000005,1.0,2.0
190,62.7,1.0,2.0
191,63.03,1.0,2.0
192,63.36,1.0,2.0
193,63.690000000000005,1.0,2.0
194,64.02,1.0,2.0
195,64.35000000000001,1.0,2.0
196,64.68,1.0,2.0
197,65.01,1.0,2.0
198,65.34,1.0,2.0
199,65.67,1.0,2.0
200,66.0,1.0,2.0
201,66.33,1.0,2.0
202,66.66,1.0,2.0
203,66.99000000000001,1.0,2.0
204,67.32000000000001,1.0,2.0
205,67.65,1.0,2.0
206,67.98,1.0,2.0
207,68.31,1.0,2.0
208,68.64,1.0,2.0
209,68.97,1.0,2.0
210,69.3,1.0,2.0
211,69.63000000000001,1.0,2.0
212,69.96000000000001,1.0,2.0
213,70.29,1.0,2.0
214,70.62,1.0,2.0
215,70.95,1.0,2.0
216,71.28,1.0,2.0
217,71.61,1.0,2.0
218,71.94,1.0,2.0
219,72.27000000000001,1.0,2.0
220,72.60000000000001,1.0,2.0
221,72.93,1.0,2.0
222,73.26,1.0,2.0
223,73.59,1.0,2.0
224,73.92,1.0,2.0
225,74.25,1.0,2.0
226,74.58,1.0,2.0
227,74.91,1.0,2.0
228,75.24000000000001,1.0,2.0
229,75.57000000000001,1.0,2.0
230,75.9,1.0,2.0
231,76.23,1.0,2.0
232,76.56,1.0,2.0
233,76.89,1.0,2.0
234,77.22,1.0,2.0
235,77.55,1.0,2.0
236,77.88000000000001,1.0,2.0
237,78.21000000000001,1.0,2.0
238,78.54,1.0,2.0
239,78.87,1.0,2.0
240,79.2,1.0,2.0
241,79.53,1.0,2.0
242,79.86,1.0,2.0
243,80.19,1.0,2.0
244,80.52000000000001,1.0,2.0
245,80.85000000000001,1.0,2.0
246,81.18,1.0,2.0
247,81.51,1.0,2.0
248,81.84,1.0,2.0
249,82.17,1.0,2.0
250,82.5,1.0,2.0
251,82.83,1.0,2.0
252,83.16000000000001,1.0,2.0
253,83.49000000000001,1.0,2.0
254,83.82000000000001,1.0,2.0
255,84.15,1.0,2.0
256,84.48,1.0,2.0
257,84.81,1.0,2.0
258,85.14,1.0,2.0
259,85.47,1.0,2.0
260,85.8,1.0,2.0
261,86.13000000000001,1.0,2.0
262,86.46000000000001,1.0,2.0
263,86.79,1.0,2.0
264,87.12,1.0,2.0
265,87.45,1.0,2.0
266,87.78,1.0,2.0
267,88.11,1.0,2.0
268,88.44,1.0,2.0
269,88.77000000000001,1.0,2.0
270,89.10000000000001,1.0,2.0
271,89.43,1.0,2.0
272,89.76,1.0,2.0
273,90.09,1.0,2.0
274,90.42,1.0,2.0
275,90.75,1.0,2.0
276,91.08,1.0,2.0
277,91.41000000000001,1.0,2.0
278,91.74000000000001,1.0,2.0
279,92.07000000000001,1.0,2.0
280,92.4,1.0,2.0
281,92.73,1.0,2.0
282,93.06,1.0,2.0
283,93.39,1.0,2.0
284,93.72,1.0,2.0
285,94.05000000000001,1.0,2.0
286,94.38000000000001,1.0,2.0
287,94.71000000000001,1.0,2.0
288,95.04,1.0,2.0
289,95.37,1.0,2.0
290,95.7,1.0,2.0
291,96.03,1.0,2.0
292,96.36,1.0,2.0
293,96.69,1.0,2.0
294,97.02000000000001,1.0,2.0
295,97.35000000000001,1.0,2.0
296,97.68,1.0,2.0
297,98.01,1.0,2.0
298,98.34,1.0,2.0
299,98.67,1.0,2.0
300,99.0,1.0,2.0
301,99.33,1.0,2.0
302,99.66000000000001,1.0,2.0
303,99.99000000000001,1.0,2.0
304,100.32000000000001,1.0,2.0
305,100.65,1.0,2.0
306,100.98,1.0,2.0
307,101.31,1.0,2.0
308,101.64,1.0,2.0
309,101.97,1.0,2.0
310,102.30000000000001,1.0,2.0
311,102.63000000000001,1.0,2.0
312,102.96000000000001,1.0,2.0
313,103.29,1.0,2.0
314,103.62,1.0,2.0
315,103.95,1.0,2.0
316,104.28,1.0,2.0
317,104.61,1.0,2.0
318,104.94000000000001,1.0,2.0
319,105.27000000000001,1.0,2.0
320,105.60000000000001,1.0,2.0
321,105.93,1.0,2.0
322,106.26,1.0,2.0
323,106.59,1.0,2.0
324,106.92,1.0,2.0
325,107.25,1.0,2.0
326,107.58,1.0,2.0
327,107.91000000000001,1.0,2.0
328,108.24000000000001,1.0,2.0
329,108.57000000000001,1.0,2.0
330,108.9,1.0,2.0
331,109.23,1.0,2.0
332,109.56,1.0,2.0
333,109.89,1.0,2.0
334,110.22,1.0,2.0
335,110.55000000000001,1.0,2.0
336,110.88000000000001,1.0,2.0
337,111.21000000000001,1.0,2.0
338,111.54,1.0,2.0
339,111.87,1.0,2.0
340,112.2,1.0,2.0
341,112.53,1.0,2.0
342,112.86,1.0,2.0
343,113.19000000000001,1.0,2.0
344,113.52000000000001,1.0,2.0
345,113.85000000000001,1.0,2.0
346,114.18,1.0,2.0
347,114.51,1.0,2.0
348,114.84,1.0,2.0
349,115.17,1.0,2.0
350,115.5,1.0,2.0
351,115.83000000000001,1.0,2.0
352,116.16000000000001,1.0,2.0
353,116.49000000000001,1.0,2.0
354,116.82000000000001,1.0,2.0
355,117.15,1.0,2.0
356,117.48,1.0,2.0
357,117.81,1.0,2.0
358,118.14,1.0,2.0
359,118.47,1.0,2.0
360,118.80000000000001,1.0,2.0
361,119.13000000000001,1.0,2.0
362,119.46000000000001,1.0,2.0
363,119.79,1.0,2.0
364,120.12,1.0,2.0
365,120.45,1.0,2.0
366,120.78,1.0,2.0
367,121.11,1.0,2.0
368,121.44000000000001,1.0,2.0
369,121.77000000000001,1.0,2.0
370,122.10000000000001,1.0,2.0
371,122.43,1.0,2.0
372,122.76,1.0,2.0
373,123.09,1.0,2.0
374,123.42,1.0,2.0
375,123.75,1.0,2.0
376,124.08000000000001,1.0,2.0
377,124.41000000000001,1.0,2.0
378,124.74000000000001,1.0,2.0
379,125.07000000000001,1.0,2.0
380,125.4,1.0,2.0
381,125.73,1.0,2.0
382,126.06,1.0,2.0
383,126.39,1.0,2.0
384,126.72,1.0,2.0
385,127.05000000000001,1.0,2.0
386,127.38000000000001,1.0,2.0
387,127.71000000000001,1.0,2.0
388,128.04,1.0,2.0
389,128.37,1.0,2.0
390,128.70000000000002,1.0,2.0
391,129.03,1.0,2.0
392,129.36,1.0,2.0
393,129.69,1.0,2.0
394,130.02,1.0,2.0
395,130.35,1.0,2.0
396,130.68,1.0,2.0
397,131.01000000000002,1.0,2.0
398,131.34,1.0,2.0
399,131.67000000000002,1.0,2.0
400,132.0,1.0,2.0
401,132.33,1.0,2.0
402,132.66,1.0,2.0
403,132.99,1.0,2.0
404,133.32,1.0,2.0
405,133.65,1.0,2.0
406,133.98000000000002,1.0,2.0
407,134.31,1.0,2.0
408,134.64000000000001,1.0,2.0
409,134.97,1.0,2.0
410,135.3,1.0,2.0
411,135.63,1.0,2.0
412,135.96,1.0,2.0
413,136.29000000000002,1.0,2.0
414,136.62,1.0,2.0
415,136.95000000000002,1.0,2.0
416,137.28,1.0,2.0
417,137.61,1.0,2.0
418,137.94,1.0,2.0
419,138.27,1.0,2.0
420,138.6,1.0,2.0
421,138.93,1.0,2.0
422,139.26000000000002,1.0,2.0
423,139.59,1.0,2.0
424,139.92000000000002,1.0,2.0
425,140.25,1.0,2.0
426,140.58,1.0,2.0
427,140.91,1.0,2.0
428,141.24,1.0,2.0
429,141.57,1.0,2.0
430,141.9,1.0,2.0
431,142.23000000000002,1.0,2.0
432,142.56,1.0,2.0
433,142.89000000000001,1.0,2.0
434,143.22,1.0,2.0
435,143.55,1.0,2.0
436,143.88,1.0,2.0
437,144.21,1.0,2.0
438,144.54000000000002,1.0,2.0
439,144.87,1.0,2.0
440,145.20000000000002,1.0,2.0
441,145.53,1.0,2.0
442,145.86,1.0,2.0
443,146.19,1.0,2.0
444,146.52,1.0,2.0
445,146.85,1.0,2.0
446,147.18,1.0,2.0
447,147.51000000000002,1.0,2.0
448,147.84,1.0,2.0
449,148.17000000000002,1.0,2.0
450,148.5,1.0,2.0
451,148.83,1.0,2.0
452,149.16,1.0,2.0
453,149.49,1.0,2.0
454,149.82,1.0,2.0
455,150.15,1.0,2.0
456,150.48000000000002,1.0,2.0
457,150.81,1.0,2.0
458,151.14000000000001,1.0,2.0
459,151.47,1.0,2.0
460,151.8,1.0,2.0
461,152.13,1.0,2.0
462,152.46,1.0,2.0
463,152.79000000000002,1.0,2.0
464,153.12,1.0,2.0
465,153.45000000000002,1.0,2.0
466,153.78,1.0,2.0
467,154.11,1.0,2.0
468,154.44,1.0,2.0
469,154.77,1.0,2.0
470,155.1,1.0,2.0
471,155.43,1.0,2.0
472,155.76000000000002,1.0,2.0
473,156.09,1.0,2.0
474,156.42000000000002,1.0,2.0
475,156.75,1.0,2.0
476,157.08,1.0,2.0
477,157.41,1.0,2.0
478,157.74,1.0,2.0
479,158.07000000000002,1.0,2.0
480,158.4,1.0,2.0
481,158.73000000000002,1.0,2.0
482,159.06,1.0,2.0
483,159.39000000000001,1.0,2.0
484,159.72,1.0,2.0
485,160.05,1.0,2.0
486,160.38,1.0,2.0
487,160.71,1.0,2.0
488,161.04000000000002,1.0,2.0
489,161.37,1.0,2.0
490,161.70000000000002,1.0,2.0
491,162.03,1.0,2.0
492,162.36,1.0,2.0
493,162.69,1.0,2.0
494,163.02,1.0,2.0
495,163.35,1.0,2.0
496,163.68,1.0,2.0
497,164.01000000000002,1.0,2.0
498,164.34,1.0,2.0
499,164.67000000000002,1.0,2.0
500,165.0,1.0,2.0
501,165.33,1.0,2.0
502,165.66,1.0,2.0
503,165.99,1.0,2.0
504,166.32000000000002,1.0,2.0
505,166.65,1.0,2.0
506,166.98000000000002,1.0,2.0
507,167.31,1.0,2.0
508,167.64000000000001,1.0,2.0
509,167.97,1.0,2.0
510,168.3,1.0,2.0
511,168.63,1.0,2.0
512,168.96,1.0,2.0
513,169.29000000000002,1.0,2.0
514,169.62,1.0,2.0
515,169.95000000000002,1.0,2.0
516,170.28,1.0,2.0
517,170.61,1.0,2.0
518,170.94,1.0,2.0
519,171.27,1.0,2.0
520,171.6,1.0,2.0
521,171.93,1.0,2.0
522,172.26000000000002,1.0,2.0
523,172.59,1.0,2.0
524,172.92000000000002,1.0,2.0
525,173.25,1.0,2.0
526,173.58,1.0,2.0
527,173.91,1.0,2.0
528,174.24,1.0,2.0
529,174.57000000000002,1.0,2.0
530,174.9,1.0,2.0
531,175.23000000000002,1.0,2.0
532,175.56,1.0,2.0
533,175.89000000000001,1.0,2.0
534,176.22,1.0,2.0
535,176.55,1.0,2.0
536,176.88,1.0,2.0
537,177.21,1.0,2.0
538,177.54000000000002,1.0,2.0
539,177.87,1.0,2.0
540,178.20000000000002,1.0,2.0
541,178.53,1.0,2.0
542,178.86,1.0,2.0
543,179.19,1.0,2.0
544,179.52,1.0,2.0
545,179.85,1.0,2.0
546,180.18,1.0,2.0
547,180.51000000000002,1.0,2.0
548,180.84,1.0,2.0
549,181.17000000000002,1.0,2.0
550,181.5,1.0,2.0
551,181.83,1.0,2.0
552,182.16,1.0,2.0
553,182.49,1.0,2.0
554,182.82000000000002,1.0,2.0
555,183.15,1.0,2.0
556,183.48000000000002,1.0,2.0
557,183.81,1.0,2.0
558,184.14000000000001,1.0,2.0
559,184.47,1.0,2.0
560,184.8,1.0,2.0
561,185.13,1.0,2.0
562,185.46,1.0,2.0
563,185.79000000000002,1.0,2.0
564,186.12,1.0,2.0
565,186.45000000000002,1.0,2.0
566,186.78,1.0,2.0
567,187.11,1.0,2.0
568,187.44,1.0,2.0
569,187.77,1.0,2.0
570,188.10000000000002,1.0,2.0
571,188.43,1.0,2.0
572,188.76000000000002,1.0,2.0
573,189.09,1.0,2.0
574,189.42000000000002,1.0,2.0
575,189.75,1.0,2.0
576,190.08,1.0,2.0
577,190.41,1.0,2.0
578,190.74,1.0,2.0
579,191.07000000000002,1.0,2.0
580,191.4,1.0,2.0
581,191.73000000000002,1.0,2.0
582,192.06,1.0,2.0
583,192.39000000000001,1.0,2.0
584,192.72,1.0,2.0
585,193.05,1.0,2.0
586,193.38,1.0,2.0
587,193.71,1.0,2.0
588,194.04000000000002,1.0,2.0
589,194.37,1.0,2.0
590,194.70000000000002,1.0,2.0
591,195.03,1.0,2.0
592,195.36,1.0,2.0
593,195.69,1.0,2.0
594,196.02,1.0,2.0
595,196.35000000000002,1.0,2.0
596,196.68,1.0,2.0
597,197.01000000000002,1.0,2.0
598,197.34,1.0,2.0
599,197.67000000000002,1.0,2.0
600,198.0,1.0,2.0
601,198.33,1.0,2.0
602,198.66,1.0,2.0
603,198.99,1.0,2.0
604,199.32000000000002,1.0,2.0
605,199.65,1.0,2.0
606,199.98000000000002,1.0,2.0
607,200.31,1.0,2.0
608,200.64000000000001,1.0,2.0
609,200.97,1.0,2.0
610,201.3,1.0,2.0
611,201.63,1.0,2.0
612,201.96,1.0,2.0
613,202.29000000000002,1.0,2.0
614,202.62,1.0,2.0
615,202.95000000000002,1.0,2.0
616,203.28,1.0,2.0
617,203.61,1.0,2.0
618,203.94,1.0,2.0
619,204.27,1.0,2.0
620,204.60000000000002,1.0,2.0
621,204.93,1.0,2.0
622,205.26000000000002,1.0,2.0
623,205.59,1.0,2.0
624,205.92000000000002,1.0,2.0
625,206.25,1.0,2.0
626,206.58,1.0,2.0
627,206.91,1.0,2.0
628,207.24,1.0,2.0
629,207.57000000000002,1.0,2.0
630,207.9,1.0,2.0
631,208.23000000000002,1.0,2.0
632,208.56,1.0,2.0
633,208.89000000000001,1.0,2.0
634,209.22,1.0,2.0
635,209.55,1.0,2.0
636,209.88000000000002,1.0,2.0
637,210.21,1.0,2.0
638,210.54000000000002,1.0,2.0
639,210.87,1.0,2.0
640,211.20000000000002,1.0,2.0
641,211.53,1.0,2.0
642,211.86,1.0,2.0
643,212.19,1.0,2.0
644,212.52,1.0,2.0
645,212.85000000000002,1.0,2.0
646,213.18,1.0,2.0
647,213.51000000000002,1.0,2.0
648,213.84,1.0,2.0
649,214.17000000000002,1.0,2.0
650,214.5,1.0,2.0
651,214.83,1.0,2.0
652,215.16,1.0,2.0
653,215.49,1.0,2.0
654,215.82000000000002,1.0,2.0
655,216.15,1.0,2.0
656,216.48000000000002,1.0,2.0
657,216.81,1.0,2.0
658,217.14000000000001,1.0,2.0
659,217.47,1.0,2.0
660,217.8,1.0,2.0
661,218.13000000000002,1.0,2.0
662,218.46,1.0,2.0
663,218.79000000000002,1.0,2.0
664,219.12,1.0,2.0
665,219.45000000000002,1.0,2.0
666,219.78,1.0,2.0
667,220.11,1.0,2.0
668,220.44,1.0,2.0
669,220.77,1.0,2.0
670,221.10000000000002,1.0,2.0
671,221.43,1.0,2.0
672,221.76000000000002,1.0,2.0
673,222.09,1.0,2.0
674,222.42000000000002,1.0,2.0
675,222.75,1.0,2.0
676,223.08,1.0,2.0
677,223.41,1.0,2.0
678,223.74,1.0,2.0
679,224.07000000000002,1.0,2.0
680,224.4,1.0,2.0
681,224.73000000000002,1.0,2.0
682,225.06,1.0,2.0
683,225.39000000000001,1.0,2.0
684,225.72,1.0,2.0
685,226.05,1.0,2.0
686,226.38000000000002,1.0,2.0
687,226.71,1.0,2.0
688,227.04000000000002,1.0,2.0
689,227.37,1.0,2.0
690,227.70000000000002,1.0,2.0
691,228.03,1.0,2.0
692,228.36,1.0,2.0
693,228.69,1.0,2.0
694,229.02,1.0,2.0
695,229.35000000000002,1.0,2.0
696,229.68,1.0,2.0
697,230.01000000000002,1.0,2.0
698,230.34,1.0,2.0
699,230.67000000000002,1.0,2.0
700,231.0,1.0,2.0
701,231.33,1.0,2.0
702,231.66000000000003,1.0,2.0
703,231.99,1.0,2.0
704,232.32000000000002,1.0,2.0
705,232.65,1.0,2.0
706,232.98000000000002,1.0,2.0
707,233.31,1.0,2.0
708,233.64000000000001,1.0,2.0
709,233.97,1.0,2.0
710,234.3,1.0,2.0
711,234.63000000000002,1.0,2.0
712,234.96,1.0,2.0
713,235.29000000000002,1.0,2.0
714,235.62,1.0,2.0
715,235.95000000000002,1.0,2.0
716,236.28,1.0,2.0
717,236.61,1.0,2.0
718,236.94,1.0,2.0
719,237.27,1.0,2.0
720,237.60000000000002,1.0,2.0
721,237.93,1.0,2.0
722,238.26000000000002,1.0,2.0
723,238.59,1.0,2.0
724,238.92000000000002,1.0,2.0
725,239.25,1.0,2.0
726,239.58,1.0,2.0
727,239.91000000000003,1.0,2.0
728,240.24,1.0,2.0
729,240.57000000000002,1.0,2.0
730,240.9,1.0,2.0
731,241.23000000000002,1.0,2.0
732,241.56,1.0,2.0
733,241.89000000000001,1.0,2.0
734,242.22,1.0,2.0
735,242.55,1.0,2.0
736,242.88000000000002,1.0,2.0
737,243.21,1.0,2.0
738,243.54000000000002,1.0,2.0
739,243.87,1.0,2.0
740,244.20000000000002,1.0,2.0
741,244.53,1.0,2.0
742,244.86,1.0,2.0
743,245.19,1.0,2.0
744,245.52,1.0,2.0
745,245.85000000000002,1.0,2.0
746,246.18,1.0,2.0
747,246.51000000000002,1.0,2.0
748,246.84,1.0,2.0
749,247.17000000000002,1.0,2.0
750,247.5,1.0,2.0
751,247.83,1.0,2.0
752,248.16000000000003,1.0,2.0
753,248.49,1.0,2.0
754,248.82000000000002,1.0,2.0
755,249.15,1.0,2.0
756,249.48000000000002,1.0,2.0
757,249.81,1.0,2.0
758,250.14000000000001,1.0,2.0
759,250.47,1.0,2.0
760,250.8,1.0,2.0
761,251.13000000000002,1.0,2.0
762,251.46,1.0,2.0
763,251.79000000000002,1.0,2.0
764,252.12,1.0,2.0
765,252.45000000000002,1.0,2.0
766,252.78,1.0,2.0
767,253.11,1.0,2.0
768,253.44,1.0,2.0
769,253.77,1.0,2.0
770,254.10000000000002,1.0,2.0
771,254.43,1.0,2.0
772,254.76000000000002,1.0,2.0
773,255.09,1.0,2.0
774,255.42000000000002,1.0,2.0
775,255.75,1.0,2.0
776,256.08,1.0,2.0
777,256.41,1.0,2.0
778,256.74,1.0,2.0
779,257.07,1.0,2.0
780,257.40000000000003,1.0,2.0
781,257.73,1.0,2.0
782,258.06,1.0,2.0
783,258.39,1.0,2.0
784,258.72,1.0,2.0
785,259.05,1.0,2.0
786,259.38,1.0,2.0
787,259.71000000000004,1.0,2.0
788,260.04,1.0,2.0
789,260.37,1.0,2.0
790,260.7,1.0,2.0
791,261.03000000000003,1.0,2.0
792,261.36,1.0,2.0
793,261.69,1.0,2.0
794,262.02000000000004,1.0,2.0
795,262.35,1.0,2.0
796,262.68,1.0,2.0
797,263.01,1.0,2.0
798,263.34000000000003,1.0,2.0
799,263.67,1.0,2.0
800,264.0,1.0,2.0
801,264.33,1.0,2.0
802,264.66,1.0,2.0
803,264.99,1.0,2.0
804,265.32,1.0,2.0
805,265.65000000000003,1.0,2.0
806,265.98,1.0,2.0
807,266.31,1.0,2.0
808,266.64,1.0,2.0
809,266.97,1.0,2.0
810,267.3,1.0,2.0
811,267.63,1.0,2.0
812,267.96000000000004,1.0,2.0
813,268.29,1.0,2.0
814,268.62,1.0,2.0
815,268.95,1.0,2.0
816,269.28000000000003,1.0,2.0
817,269.61,1.0,2.0
818,269.94,1.0,2.0
819,270.27000000000004,1.0,2.0
820,270.6,1.0,2.0
821,270.93,1.0,2.0
822,271.26,1.0,2.0
823,271.59000000000003,1.0,2.0
824,271.92,1.0,2.0
825,272.25,1.0,2.0
826,272.58000000000004,1.0,2.0
827,272.91,1.0,2.0
828,273.24,1.0,2.0
829,273.57,1.0,2.0
830,273.90000000000003,1.0,2.0
831,274.23,1.0,2.0
832,274.56,1.0,2.0
833,274.89,1.0,2.0
834,275.22,1.0,2.0
835,275.55,1.0,2.0
836,275.88,1.0,2.0
837,276.21000000000004,1.0,2.0
838,276.54,1.0,2.0
839,276.87,1.0,2.0
840,277.2,1.0,2.0
841,277.53000000000003,1.0,2.0
842,277.86,1.0,2.0
843,278.19,1.0,2.0
844,278.52000000000004,1.0,2.0
845,278.85,1.0,2.0
846,279.18,1.0,2.0
847,279.51,1.0,2.0
848,279.84000000000003,1.0,2.0
849,280.17,1.0,2.0
850,280.5,1.0,2.0
851,280.83000000000004,1.0,2.0
852,281.16,1.0,2.0
853,281.49,1.0,2.0
854,281.82,1.0,2.0
855,282.15000000000003,1.0,2.0
856,282.48,1.0,2.0
857,282.81,1.0,2.0
858,283.14,1.0,2.0
859,283.47,1.0,2.0
860,283.8,1.0,2.0
861,284.13,1.0,2.0
862,284.46000000000004,1.0,2.0
863,284.79,1.0,2.0
864,285.12,1.0,2.0
865,285.45,1.0,2.0
866,285.78000000000003,1.0,2.0
867,286.11,1.0,2.0
868,286.44,1.0,2.0
869,286.77000000000004,1.0,2.0
870,287.1,1.0,2.0
871,287.43,1.0,2.0
872,287.76,1.0,2.0
873,288.09000000000003,1.0,2.0
874,288.42,1.0,2.0
875,288.75,1.0,2.0
876,289.08000000000004,1.0,2.0
877,289.41,1.0,2.0
878,289.74,1.0,2.0
879,290.07,1.0,2.0
880,290.40000000000003,1.0,2.0
881,290.73,1.0,2.0
882,291.06,1.0,2.0
883,291.39,1.0,2.0
884,291.72,1.0,2.0
885,292.05,1.0,2.0
886,292.38,1.0,2.0
887,292.71000000000004,1.0,2.0
888,293.04,1.0,2.0
889,293.37,1.0,2.0
890,293.7,1.0,2.0
891,294.03000000000003,1.0,2.0
892,294.36,1.0,2.0
893,294.69,1.0,2.0
894,295.02000000000004,1.0,2.0
895,295.35,1.0,2.0
896,295.68,1.0,2.0
897,296.01,1.0,2.0
898,296.34000000000003,1.0,2.0
899,296.67,1.0,2.0
900,297.0,1.0,2.0
901,297.33000000000004,1.0,2.0
902,297.66,1.0,2.0
903,297.99,1.0,2.0
904,298.32,1.0,2.0
905,298.65000000000003,1.0,2.0
906,298.98,1.0,2.0
907,299.31,1.0,2.0
908,299.64,1.0,2.0
909,299.97,1.0,2.0
910,300.3,1.0,2.0
911,300.63,1.0,2.0
912,300.96000000000004,1.0,2.0
913,301.29,1.0,2.0
914,301.62,1.0,2.0
915,301.95,1.0,2.0
916,302.28000000000003,1.0,2.0
